G549,
0.5757575757575758,-0.009292306912436123
0.5858585858585859,-0.008735343623908364
0.595959595959596,-0.008204416340239927
0.6060606060606061,-0.007702278095749756
0.6161616161616162,-0.0072284881217684685
0.6262626262626263,-0.006780147053761973
0.6363636363636365,-0.006354292283572619
0.6464646464646465,-0.005947961203042772
0.6565656565656566,-0.005558191204014791
0.6666666666666667,-0.005182019678331032
0.6767676767676768,-0.004816484017833864
0.686868686868687,-0.004458621614365643
0.696969696969697,-0.004105469859768732
0.7070707070707072,-0.0037543898749065182
0.7171717171717172,-0.0034060848344717723
0.7272727272727273,-0.003063229545591464
0.7373737373737375,-0.002728524298435038
0.7474747474747475,-0.002404669383171949
0.7575757575757577,-0.002094365089971637
0.7676767676767677,-0.0018003117090035579
0.7777777777777778,-0.001525209530437154
0.787878787878788,-0.0012717588444418712
0.797979797979798,-0.0010426599411871627
0.8080808080808082,-0.0008402414686641806
0.8181818181818182,-0.0006640854068901687
0.8282828282828284,-0.0005125426711667783
0.8383838383838385,-0.00038395836988663136
0.8484848484848485,-0.00027667761144234583
0.8585858585858587,-0.0001890455042265398
0.8686868686868687,-0.00011940715663183476
0.8787878787878789,-6.610767705084819e-05
0.888888888888889,-2.7492173876200568e-05
0.8989898989898991,-1.9057555005103115e-06
0.9090909090909092,1.2380523088608432e-05
0.9191919191919192,1.7496145416487855e-05
0.9292929292929294,1.5705394553648375e-05
0.9393939393939394,9.272655152784808e-06
0.9494949494949496,4.623118665916977e-07
0.9595959595959597,-8.461250652236033e-06
0.9696969696969697,-1.5233647751003773e-05
0.9797979797979799,-1.7590494777016842e-05
0.98989898989899,-1.3267407077580463e-05
1.0,0.0
